feature	partner	sample_name	feature_match	feature_match_1	feature_match_2	feature_match_3	feature_match_4	evidence	cancerhotspots_bin	cancerhotspots3D_bin	cgc_bin	cosmic_bin	gsea_pathways_bin	gsea_modules_bin
KANSL3	TEAD1	ACH-000379	0	0	0	0	0		0	0	0	1	0	0
TSNARE1	ADNP	ACH-000379	0	0	0	0	0		0	0	0	1	0	0
CASC11	PVT1	ACH-000496	0	0	0	0	0		0	0	0	0	0	0
CUL2	PARD3	ACH-000496	0	0	0	0	0		0	0	0	1	1	1
DCLK2	DMD	ACH-000496	0	0	0	0	0		0	0	0	1	0	0
LINC00824	MIR1204	ACH-000496	0	0	0	0	0		0	0	0	0	0	0
MMRN1	CCSER1	ACH-000496	0	0	0	0	0		0	0	0	1	0	1
MSRB3	SRGAP1	ACH-000496	0	0	0	0	0		0	0	0	1	0	0
NFE2	R3HDM2	ACH-000496	0	0	0	0	0		0	0	0	1	0	1
PHKB	INPP4B	ACH-000496	0	0	0	0	0		0	0	0	1	0	0
SOS1	SRSF7	ACH-000496	0	0	0	0	0		1	1	0	1	1	1
TMEM117	CAPRIN2	ACH-000496	0	0	0	0	0		0	0	0	1	0	0
TSPAN1	TRAF2	ACH-000496	0	0	0	0	0		0	0	0	1	0	1
BEND5	SMAP2	ACH-000559	0	0	0	0	0		0	0	0	1	0	1
CDH1	NFATC3	ACH-000559	0	0	0	0	0		1	1	1	1	1	1
FILIP1L	MARCH6	ACH-000559	0	0	0	0	0		0	0	0	1	0	1
LINC00911	SEL1L	ACH-000559	0	0	0	0	0		0	0	0	0	0	0
NEGR1	LTBP1	ACH-000559	0	0	0	0	0		0	0	0	1	0	0
P3H1	C1orf50	ACH-000559	0	0	0	0	0		0	0	0	0	0	0
PTPN22	SOX5	ACH-000559	0	0	0	0	0		0	0	0	1	0	1
SLC30A7	ITPR2	ACH-000559	0	0	0	0	0		0	0	0	1	0	0
SLC35A1	TSHZ2	ACH-000559	0	0	0	0	0		0	0	0	1	0	0
SOX5	ITPR2	ACH-000559	0	0	0	0	0		0	0	0	1	0	1
UCN3	FAM208B	ACH-000559	0	0	0	0	0		0	0	0	1	0	0
ZCCHC4	SCFD2	ACH-000559	0	0	0	0	0		0	0	0	1	0	1
ZFP69B	AGBL4	ACH-000559	0	0	0	0	0		0	0	0	0	0	0
ADD1	POLN	ACH-000894	0	0	0	0	0		0	0	0	1	0	0
LRRC37A3	SMURF2	ACH-000894	0	0	0	0	0		0	0	0	1	0	0
RGS4	UAP1	ACH-000586	0	0	0	0	0		0	0	0	1	0	1
SLC35A1	TSHZ2	ACH-000586	0	0	0	0	0		0	0	0	1	0	0
SRRM2-AS1	CREBBP	ACH-000586	0	0	0	0	0		0	0	0	0	0	0
AGBL4	FAF1	ACH-000729	0	0	0	0	0		0	0	0	1	0	0
BMP8B	SMAP2	ACH-000729	0	0	0	0	0		0	0	0	1	0	0
CCDC102B	NETO1	ACH-000729	0	0	0	0	0		0	0	0	1	0	0
CFAP221	PTPN4	ACH-000729	0	0	0	0	0		0	0	0	0	0	0
COL9A2	RLF	ACH-000729	0	0	0	0	0		0	0	0	1	0	1
HPCAL4	CAP1	ACH-000729	0	0	0	0	0		0	0	0	1	0	0
KIF5C	LYPD6B	ACH-000729	0	0	0	0	0		0	0	0	1	0	1
MN1	TTC28	ACH-000729	0	0	0	0	0		0	0	1	1	0	0
MYCL	RLF	ACH-000729	0	0	0	0	0		0	0	1	1	0	0
PPIE	PPT1	ACH-000729	0	0	0	0	0		0	0	0	1	0	0
PPT1	RLF	ACH-000729	0	0	0	0	0		0	0	0	1	0	0
RBM27	TCERG1	ACH-000729	0	0	0	0	0		0	0	0	1	0	0
RIMS3	NT5C1A	ACH-000729	0	0	0	0	0		0	0	0	1	0	1
TRIT1	COL9A2	ACH-000729	0	0	0	0	0		0	0	0	1	0	1
FGF23	RECQL	ACH-000752	0	0	0	0	0		0	0	0	1	1	0
FOXRED2	MYH9	ACH-000752	0	0	0	0	0		0	0	0	1	0	0
NET1	FAM208B	ACH-000752	0	0	0	0	0		0	0	0	1	0	1
SMURF2	CEP95	ACH-000752	0	0	0	0	0		0	1	0	1	0	1
CD99L2	MAMLD1	ACH-000587	0	0	0	0	0		0	0	0	1	0	1
ESRRB	MARK4	ACH-000587	0	0	0	0	0		0	0	0	1	0	0
SLC24A4	PAK4	ACH-000587	0	0	0	0	0		0	0	0	1	0	0
DZIP1	TROVE2	ACH-000886	0	0	0	0	0		0	0	0	1	0	1
LINC01035	TMCO3	ACH-000886	0	0	0	0	0		0	0	0	0	0	0
ODR4	C1orf21	ACH-000886	0	0	0	0	0		0	0	0	0	0	0
PPP5D1	FAM222B	ACH-000886	0	0	0	0	0		0	0	0	0	0	0
UBAC2	CACYBP	ACH-000886	0	0	0	0	0		0	0	0	1	0	0
ARSI	ATOX1	ACH-000781	0	0	0	0	0		0	0	0	1	0	0
CAMK2A	ATOX1	ACH-000781	0	0	0	0	0		0	0	0	1	1	0
CSRNP3	GRB14	ACH-000781	0	0	0	0	0		0	0	0	1	0	0
FAM102A	DPM2	ACH-000781	0	0	0	0	0		0	0	0	1	0	0
IFIH1	GRB14	ACH-000781	0	0	0	0	0		0	0	0	1	0	0
MED29	PLEKHG2	ACH-000781	0	0	0	0	0		0	0	0	1	0	1
MTUS1	PBK	ACH-000781	0	0	0	0	0		0	0	0	1	0	1
PKHD1	ELOVL5	ACH-000781	0	0	0	0	0		0	0	0	1	0	0
ACADL	LRRC45	ACH-000521	0	0	0	0	0		0	0	0	1	0	1
DCHS1	CARS	ACH-000521	0	0	0	0	0		0	0	0	1	0	1
NDUFB3	FAM126B	ACH-000521	0	0	0	0	0		0	0	0	1	0	1
CAPN7	TBC1D5	ACH-000394	0	0	0	0	0		0	0	0	1	0	0
DAZL	UBE2E1	ACH-000394	0	0	0	0	0		0	0	0	1	0	0
DCAF4L1	ITPKB	ACH-000394	0	0	0	0	0		0	0	0	1	0	0
DNAJC16	MAST2	ACH-000394	0	0	0	0	0		0	0	0	1	0	0
EDEM1	GPD1L	ACH-000394	0	0	0	0	0		0	0	0	1	0	1
GPD1L	RFTN1	ACH-000394	0	0	0	0	0		0	0	0	1	0	1
HSPG2	LRP8	ACH-000394	0	0	0	0	0		0	0	0	1	0	1
LARS2	COLQ	ACH-000394	0	0	0	0	0		0	0	0	1	0	1
LZTFL1	ZNF852	ACH-000394	0	0	0	0	0		0	0	0	1	0	0
NEK10	LRRFIP2	ACH-000394	0	0	0	0	0		0	0	0	1	0	0
P4HB	HGS	ACH-000394	0	0	0	0	0		0	0	0	1	0	1
PLCL2	CMC1	ACH-000394	0	0	0	0	0		0	0	0	1	0	1
PRSS50	PLCL2	ACH-000394	0	0	0	0	0		0	0	0	1	0	0
RBMS3	SATB1-AS1	ACH-000394	0	0	0	0	0		0	1	0	1	0	1
SCN10A	MKRN2	ACH-000394	0	0	0	0	0		0	0	0	1	0	0
TRAK1	SACM1L	ACH-000394	0	0	0	0	0		0	0	0	1	0	1
TRANK1	CMTM8	ACH-000394	0	0	0	0	0		0	0	0	1	0	1
ULK4	TRANK1	ACH-000394	0	0	0	0	0		0	0	0	1	0	1
WNT7A	UBE2E1	ACH-000394	0	0	0	0	0		0	0	0	1	1	0
WRAP53	SDK2	ACH-000394	0	0	0	0	0		0	0	0	1	0	1
YIF1B	ARHGAP35	ACH-000394	0	0	0	0	0		0	0	0	1	0	1
ANXA13	ATAD2	ACH-000841	0	0	0	0	0		0	0	0	1	0	1
DEFB123	TPX2	ACH-000841	0	0	0	0	0		0	0	0	1	0	0
GAPDHS	CD22	ACH-000841	0	0	0	0	0		0	0	0	1	0	1
PLAT	POLB	ACH-000841	0	0	0	0	0		0	0	0	1	0	1
TPD52L3	KDM4C	ACH-000841	0	0	0	0	0		0	0	0	1	0	0
TRPS1	ASAP1	ACH-000841	0	0	0	0	0		0	0	0	1	0	1
XXYLT1	TNK2	ACH-000841	0	0	0	0	0		0	0	0	1	0	0
ERC1	WNK1	ACH-000290	0	0	0	0	0		0	0	1	1	0	0
MSI2	TRIM37	ACH-000290	0	0	0	0	0		0	0	1	1	0	1
PKD1	CREBBP	ACH-000290	0	0	0	0	0		0	0	0	1	0	1
PPP6C	SCAI	ACH-000290	0	0	0	0	0		1	0	1	1	0	1
SLX4	CREBBP	ACH-000290	0	0	0	0	0		0	0	0	1	0	1
TRIM37	MSI2	ACH-000290	0	0	0	0	0		0	0	0	1	0	0
ACTN4	RAB4B	ACH-000929	0	0	0	0	0		0	0	0	1	0	1
AP2A1	PIK3R3	ACH-000929	0	0	0	0	0		0	0	0	1	0	1
COL24A1	ARHGAP29	ACH-000929	0	0	0	0	0		0	0	0	1	0	0
DEDD2	TBCA	ACH-000929	0	0	0	0	0		0	0	0	1	0	0
POMGNT1	TCEANC2	ACH-000929	0	0	0	0	0		0	0	0	1	0	0
RPL13A	SAE1	ACH-000929	0	0	0	0	0		0	0	0	1	0	1
SCP2	NFIA	ACH-000929	0	0	0	0	0		0	0	0	1	0	1
STRN4	BCAR3	ACH-000929	0	0	0	0	0		0	0	0	1	0	0
TMEM59	TSPAN1	ACH-000929	0	0	0	0	0		0	0	0	1	0	1
TXLNA	HNRNPR	ACH-000929	0	0	0	0	0		0	0	0	1	0	0
ZIM2	ZNF331	ACH-000929	0	0	0	0	0		0	0	0	1	0	0
AATF	DDX52	ACH-000639	0	0	0	0	0		0	0	0	1	0	0
CAMK2B	EEPD1	ACH-000639	0	0	0	0	0		0	0	0	1	1	1
CCDC146	PTPN12	ACH-000639	0	0	0	0	0		0	0	0	1	0	0
COLQ	SPTAN1	ACH-000639	0	0	0	0	0		0	0	0	1	0	1
HECTD4	CDC20	ACH-000639	0	0	0	0	0		0	0	0	0	0	0
KDM3A	RTN4	ACH-000639	0	0	0	0	0		0	0	0	1	0	0
LRRTM4	ANTXR1	ACH-000639	0	0	0	0	0		0	0	0	1	0	0
NQO2	C6orf106	ACH-000639	0	0	0	0	0		0	0	0	1	0	1
NRK	IL1RAPL2	ACH-000639	0	0	0	0	0		0	0	0	1	0	0
NUMA1	TTC28	ACH-000639	0	0	0	0	0		0	0	1	1	0	1
PHF14	NDUFA4	ACH-000639	0	0	0	0	0		0	0	0	1	0	1
TERB1	CMTM4	ACH-000639	0	0	0	0	0		0	0	0	0	0	0
TTC28	NUMA1	ACH-000639	0	0	0	0	0		0	0	0	1	0	0
UNC5C	ATXN2	ACH-000639	0	0	0	0	0		0	1	0	1	0	0
DLGAP3	SMIM12	ACH-000311	0	0	0	0	0		0	0	0	1	0	1
GRIK3	CDCA8	ACH-000311	0	0	0	0	0		0	0	0	1	0	1
MTF1	PVT1	ACH-000311	0	0	0	0	0		0	0	0	1	0	1
ADAT3	CSNK1G2	ACH-001138	0	0	0	0	0		0	0	0	1	0	1
AGBL1	TRIT1	ACH-001138	0	0	0	0	0		0	0	0	1	0	0
CAMKMT	CNPY3	ACH-001138	0	0	0	0	0		0	0	0	1	0	1
CDH4	SS18L1	ACH-001138	0	0	0	0	0		0	0	0	1	0	1
FADS3	FADS1	ACH-001138	0	0	0	0	0		0	0	0	1	0	1
SCAMP4	CSNK1G2	ACH-001138	0	0	0	0	0		0	0	0	1	0	0
TCEA2	MYT1	ACH-001138	0	0	0	0	0		0	0	0	1	0	1
ARHGAP5	KIAA0391	ACH-000481	0	0	0	0	0		0	0	1	1	0	0
DENND2C	TRIM33	ACH-000481	0	0	0	0	0		0	0	0	1	0	0
MIEN1	PVT1	ACH-000481	0	0	0	0	0		0	0	0	0	0	1
PNMT	PVT1	ACH-000481	0	0	0	0	0		0	0	0	1	0	1
PVT1	WIPF2	ACH-000481	0	0	0	0	0		0	0	0	0	0	0
SF3B3	CSDE1	ACH-000481	0	0	0	0	0		0	0	0	1	0	0
STARD3	RARA	ACH-000481	0	0	0	0	0		0	0	0	1	0	1
TCAP	RARA	ACH-000481	0	0	0	0	0		0	0	0	1	0	1
WIPF2	IKZF3	ACH-000481	0	0	0	0	0		0	0	0	1	0	0
ACRBP	ENO2	ACH-000525	0	0	0	0	0		0	0	0	1	0	0
BCL2L1	HM13	ACH-000525	0	0	0	0	0		0	0	0	1	1	1
CASC21	EED	ACH-000525	0	0	0	0	0		0	0	0	0	0	0
CCDC81	PICALM	ACH-000525	0	0	0	0	0		0	0	0	1	0	1
CCNB1IP1	PVT1	ACH-000525	0	0	0	0	0		0	0	1	1	0	0
CHD7	PVT1	ACH-000525	0	0	0	0	0		0	0	0	1	0	1
FKBPL	ABHD16A	ACH-000525	0	0	0	0	0		0	0	0	0	0	1
HM13	TPX2	ACH-000525	0	0	0	0	0		0	0	0	1	0	0
MAP3K13	SENP2	ACH-000525	0	0	0	0	0		1	0	1	1	0	1
SLC7A7	PVT1	ACH-000525	0	0	0	0	0		0	0	0	1	1	1
SPSB2	CACNA1C	ACH-000525	0	0	0	0	0		0	0	0	1	0	0
TRMT61B	PVT1	ACH-000525	0	0	0	0	0		0	0	0	1	0	0
BCL2L14	ETV6	ACH-000399	0	0	0	0	0		0	0	0	1	0	1
CACNA1I	ABCB8	ACH-000399	0	0	0	0	0		0	0	0	1	0	0
CYSTM1	ANKHD1	ACH-000399	0	0	0	0	0		0	0	0	0	0	0
FHAD1	KAZN	ACH-000399	0	0	0	0	0		0	0	0	1	0	0
MAML3	SETD7	ACH-000399	0	0	0	0	0		0	0	0	1	0	0
MED12L	EIF2A	ACH-000399	0	0	0	0	0		0	0	0	1	0	1
MRFAP1	KIAA0232	ACH-000399	0	0	0	0	0		0	0	0	1	0	0
PDSS2	BEND3	ACH-000399	0	0	0	0	0		0	0	0	1	0	0
UCHL1	LIMCH1	ACH-000399	0	0	0	0	0		0	0	0	1	0	1
CACNA1C	PPM1H	ACH-000610	0	0	0	0	0		0	0	0	1	0	1
CLC	WDR62	ACH-000610	0	0	0	0	0		0	0	0	1	0	1
PEG10	SGCE	ACH-000610	0	0	0	0	0		0	0	0	1	0	1
RILPL1	SBNO1	ACH-000610	0	0	0	0	0		0	0	0	1	0	0
CFTR	SND1	ACH-000447	0	0	0	0	0		0	0	0	1	0	0
LUC7L2	PTCH1	ACH-000447	0	0	0	0	0		0	0	0	1	0	0
PTPN3	ALK	ACH-000447	0	0	0	0	0		0	0	0	1	0	1
STXBP5L	DCBLD2	ACH-000447	0	0	0	0	0		0	0	0	1	0	0
ZC3H13	KATNAL1	ACH-000447	0	0	0	0	0		0	0	0	1	0	0
TUBA3D	MAML2	ACH-000718	0	0	0	0	0		0	1	0	1	0	0
CABP5	KCNJ14	ACH-000951	0	0	0	0	0		0	0	0	1	0	1
FBXL17	EPB41L4A	ACH-000951	0	0	0	0	0		0	0	0	1	0	0
KIF1C	DNASE1L1	ACH-000951	0	0	0	0	0		0	0	0	1	0	1
PDE1A	ERV3-1	ACH-000951	0	0	0	0	0		0	0	0	1	0	1
SLTM	MINDY2	ACH-000951	0	0	0	0	0		0	0	0	1	0	0
TFDP2	PLXND1	ACH-000951	0	0	0	0	0		0	0	0	1	0	1
VMP1	RPS6KB1	ACH-000951	0	0	0	0	0		0	0	0	1	0	1
AFF3	RALGAPA2	ACH-000900	0	0	0	0	0		0	0	1	1	0	0
MTA3	THADA	ACH-000900	0	0	0	0	0		0	0	0	1	0	0
NELFE	BAG6	ACH-000900	0	0	0	0	0		0	0	0	0	0	0
TIAM1	SCAF4	ACH-000900	0	0	0	0	0		0	0	0	1	0	1
VAV3	DBT	ACH-000900	0	0	0	0	0		0	0	0	1	0	1
DPYD	MIR137HG	ACH-000121	0	0	0	0	0		0	0	0	1	0	1
GTF2H5	TULP4	ACH-000121	0	0	0	0	0		0	0	0	1	0	0
LINC00506	MECOM	ACH-000121	0	0	0	0	0		0	0	0	0	0	0
SCARB1	NCOR2	ACH-000121	0	0	0	0	0		0	0	0	1	0	1
ADAM32	HOOK3	ACH-000092	0	0	0	0	0		0	0	0	1	0	0
KCNB2	TBC1D31	ACH-000092	0	0	0	0	0		0	0	0	1	0	1
LRRC3B	EOGT	ACH-000092	0	0	0	0	0		0	1	0	1	0	0
MPP2	TAF15	ACH-000092	0	0	0	0	0		0	0	0	1	0	1
NCBP2	SENP5	ACH-000092	0	0	0	0	0		0	0	0	1	0	1
PPARGC1A	FGF5	ACH-000648	0	0	0	0	0		0	0	0	1	0	1
TAX1BP3	SHPK	ACH-000648	0	0	0	0	0		0	0	0	1	0	1
ARL8B	EDEM1	ACH-000109	0	0	0	0	0		0	0	0	1	0	1
C22orf34	NCAPH2	ACH-000109	0	0	0	0	0		0	0	0	1	0	0
CABIN1	WNT7B	ACH-000109	0	0	0	0	0		0	0	0	1	0	1
DENND6B	PLXNB2	ACH-000109	0	0	0	0	0		0	0	0	0	0	0
IQCJ-SCHIP1	MAPT	ACH-000109	0	0	0	0	0		0	0	0	1	0	0
MAPT	PHF12	ACH-000109	0	0	0	0	0		0	0	0	1	0	1
MCTS1	SLC25A53	ACH-000109	0	0	0	0	0		0	0	0	1	0	1
PASD1	GOLIM4	ACH-000109	0	0	0	0	0		0	0	0	1	0	0
PPHLN1	DIP2B	ACH-000109	0	0	0	0	0		0	0	0	1	0	0
RRBP1	SIPA1L3	ACH-000109	0	0	0	0	0		0	0	0	1	0	0
SCHIP1	MAPT	ACH-000109	0	0	0	0	0		0	0	0	1	0	1
SH3BGRL	TMEM164	ACH-000109	0	0	0	0	0		0	0	0	1	0	1
CCDC171	UBAP2	ACH-000860	0	0	0	0	0		0	0	0	0	0	0
FAM214A	GALK2	ACH-000860	0	0	0	0	0		0	0	0	0	0	0
FOXRED2	MYH9	ACH-000860	0	0	0	0	0		0	0	0	1	0	0
GLP2R	TP53	ACH-000860	0	0	0	0	0		0	0	0	1	0	0
PACS1	CCDC57	ACH-000860	0	0	0	0	0		0	0	0	1	0	0
VAC14	UTP4	ACH-000860	0	0	0	0	0		0	0	0	1	0	0
ARL17A	KANSL1	ACH-000638	0	0	0	0	0		0	0	0	1	0	0
GLCE	KIF23	ACH-000638	0	0	0	0	0		0	0	0	1	0	0
MTCL1	ANKRD12	ACH-000638	0	0	0	0	0		0	0	0	0	0	0
PCNX3	RELA	ACH-000638	0	0	0	0	0		0	0	0	0	0	0
PLEKHD1	PCNX1	ACH-000638	0	0	0	0	0		0	0	0	1	0	0
RHOT1	LRRC8C	ACH-000638	0	0	0	0	0		0	0	0	1	0	1
RNASEH2C	RELA	ACH-000638	0	0	0	0	0		0	0	0	1	0	1
SCMH1	MEAF6	ACH-000638	0	0	0	0	0		0	0	0	1	0	0
SLC35A1	TSHZ2	ACH-000638	0	0	0	0	0		0	0	0	1	0	0
SULT6B1	EIF2AK2	ACH-000638	0	0	0	0	0		0	0	0	1	0	0
TMEM254	TSPAN14	ACH-000638	0	0	0	0	0		0	0	0	1	0	0
CAPS2	KCNC2	ACH-000800	0	0	0	0	0		0	0	0	1	0	1
CASC8	PVT1	ACH-000800	0	0	0	0	0		0	0	0	0	0	0
ISG15	MKNK2	ACH-000800	0	0	0	0	0		0	0	0	1	0	1
ITGB4	UNK	ACH-000800	0	0	0	0	0		0	0	0	1	0	1
KLHL5	KLF3	ACH-000800	0	0	0	0	0		0	0	0	1	0	0
LY6H	PVT1	ACH-000800	0	0	0	0	0		0	0	0	1	0	1
PTAR1	APBA1	ACH-000800	0	0	0	0	0		0	0	0	1	0	0
TBC1D12	HELLS	ACH-000800	0	0	0	0	0		0	0	0	1	0	0
TRHR	MTDH	ACH-000800	0	0	0	0	0		0	0	0	1	0	0
YAE1D1	RALA	ACH-000800	0	0	0	0	0		0	0	0	1	0	0
ZNF92	TYW1	ACH-000800	0	0	0	0	0		0	0	0	1	0	0
LINC00824	PVT1	ACH-000463	0	0	0	0	0		0	0	0	0	0	0
WDR78	ZRANB2	ACH-000463	0	0	0	0	0		0	0	0	1	0	1
APP	LTN1	ACH-000360	0	0	0	0	0		0	0	0	1	0	1
TCF7L2	VTI1A	ACH-000360	0	0	0	0	0		1	0	1	1	1	0
ACO2	XRCC6	ACH-000871	0	0	0	0	0		0	0	0	1	0	1
AGO1	AGO3	ACH-000871	0	0	0	0	0		0	0	0	0	0	0
AGRN	VPS8	ACH-000871	0	0	0	0	0		0	0	0	1	0	0
BEND3	HDAC2	ACH-000871	0	0	0	0	0		0	0	0	1	0	1
CASC21	KCNQ3	ACH-000871	0	0	0	0	0		0	0	0	0	0	0
CASC8	EBAG9	ACH-000871	0	0	0	0	0		0	0	0	0	0	0
DCTN2	R3HDM2	ACH-000871	0	0	0	0	0		0	0	0	1	0	1
DYRK1A	UNC45A	ACH-000871	0	0	0	0	0		0	0	0	1	1	1
ENPEP	ELOVL6	ACH-000871	0	0	0	0	0		0	0	0	1	0	1
FAM49B	LRP12	ACH-000871	0	0	0	0	0		0	0	0	1	0	0
FGD5	BTD	ACH-000871	0	0	0	0	0		0	0	0	1	0	0
HEATR3	PPP4R3A	ACH-000871	0	0	0	0	0		0	0	0	1	0	1
HEYL	MACF1	ACH-000871	0	0	0	0	0		0	0	0	1	0	0
HSDL2	KIAA1958	ACH-000871	0	0	0	0	0		0	0	0	1	0	1
INPP5B	PPIEL	ACH-000871	0	0	0	0	0		0	0	0	1	0	1
ITGAE	TCEA2	ACH-000871	0	0	0	0	0		0	0	0	1	0	1
KCNJ6	DSCR4	ACH-000871	0	0	0	0	0		0	0	0	1	0	1
KLF3	CYLD	ACH-000871	0	0	0	0	0		0	0	0	1	0	0
NANOS2	OPA3	ACH-000871	0	0	0	0	0		0	0	0	1	0	0
OR51E1	MMP26	ACH-000871	0	0	0	0	0		0	0	0	1	0	0
PIAS4	UHRF1	ACH-000871	0	0	0	0	0		0	0	0	1	1	0
PIK3C3	TWSG1	ACH-000871	0	0	0	0	0		0	0	0	1	0	0
PKHD1L1	PTK2	ACH-000871	0	0	0	0	0		0	0	0	1	0	0
PLCB1	PLCB4	ACH-000871	0	0	0	0	0		0	0	0	1	1	1
PRDM16	ADCY2	ACH-000871	0	0	0	0	0		0	0	1	1	0	0
SFTA3	BAZ1A	ACH-000871	0	0	0	0	0		0	0	0	1	0	0
SH3PXD2A	NEURL1	ACH-000871	0	0	0	0	0		0	0	0	1	0	0
SKAP1	NFE2L1	ACH-000871	0	0	0	0	0		0	0	0	1	0	1
TCF12	CGNL1	ACH-000871	0	0	0	0	0		0	0	1	1	0	1
TMC7	TMC5	ACH-000871	0	0	0	0	0		0	0	0	1	0	0
TMCC1	PLXND1	ACH-000871	0	0	0	0	0		0	0	0	1	0	0
TRPC4	FBXL3	ACH-000871	0	0	0	0	0		0	0	0	1	0	0
UBE2B	JADE2	ACH-000871	0	0	0	0	0		0	0	0	1	0	1
ZNF616	ZNF649	ACH-000871	0	0	0	0	0		0	0	0	1	0	0
ADCY7	NKD1	ACH-000395	0	0	0	0	0		0	0	0	1	0	1
ARSG	BPTF	ACH-000395	0	0	0	0	0		0	0	0	1	0	1
CCDC102B	DOK6	ACH-000395	0	0	0	0	0		0	0	0	1	0	0
FBXW9	WDR83	ACH-000395	0	0	0	0	0		0	0	0	1	0	0
LETM2	KMT2E	ACH-000395	0	0	0	0	0		0	0	0	1	0	0
MAGT1	ATRX	ACH-000395	0	0	0	0	0		0	0	0	1	0	1
TENM4	PAK1	ACH-000395	0	0	0	0	0		0	0	0	0	0	0
VPS26A	SUPV3L1	ACH-000395	0	0	0	0	0		0	0	0	1	0	0
ARHGAP9	R3HDM2	ACH-000343	0	0	0	0	0		0	0	0	1	0	0
BCAS1	ZNF217	ACH-000343	0	0	0	0	0		0	0	0	1	0	1
CALM1	NRDE2	ACH-000343	0	0	0	0	0		0	1	0	1	0	0
DDAH1	C1orf52	ACH-000343	0	0	0	0	0		0	0	0	1	0	0
GPI	UBA2	ACH-000343	0	0	0	0	0		0	0	0	1	1	0
MSI1	PXN	ACH-000343	0	0	0	0	0		0	0	0	1	0	1
TMEM184C	ARHGAP10	ACH-000343	0	0	0	0	0		0	0	0	1	0	0
CFAP52	GLP2R	ACH-000816	0	0	0	0	0		0	0	0	0	0	0
LINC00861	SNTB1	ACH-000816	0	0	0	0	0		0	0	0	0	0	0
LYPD4	RPS19	ACH-000816	0	0	0	0	0		0	0	0	1	0	0
MYO18A	NOS2	ACH-000816	0	0	0	0	0		0	0	0	1	0	0
SNTB1	PVT1	ACH-000816	0	0	0	0	0		0	0	0	1	0	0
A4GNT	TNIK	ACH-000767	0	0	0	0	0		0	0	0	1	0	0
ATF7IP2	CLEC16A	ACH-000767	0	0	0	0	0		0	0	0	0	0	0
DDX1	NBAS	ACH-000767	0	0	0	0	0		0	0	0	1	0	1
DNAJC18	SIL1	ACH-000767	0	0	0	0	0		0	0	0	1	0	0
ERICH6	PRKCI	ACH-000767	0	0	0	0	0		0	0	0	0	0	0
GACAT3	NBAS	ACH-000767	0	0	0	0	0		0	0	0	0	0	0
KLHL1	NBAS	ACH-000767	0	0	0	0	0		0	0	0	1	0	0
LINC01035	DHX9	ACH-000767	0	0	0	0	0		0	0	0	0	0	0
MED12L	XXYLT1	ACH-000767	0	0	0	0	0		0	0	0	1	0	1
PLSCR1	SLC25A36	ACH-000767	0	0	0	0	0		0	0	0	1	0	1
RALGPS2	RASAL2	ACH-000767	0	0	0	0	0		0	0	0	1	0	1
RFC5	CIT	ACH-000767	0	0	0	0	0		0	0	0	1	1	1
RNF13	RUBCN	ACH-000767	0	0	0	0	0		0	0	0	1	0	0
SPTAN1	PKN3	ACH-000767	0	0	0	0	0		0	0	0	1	0	1
TRMT1L	XPR1	ACH-000767	0	0	0	0	0		0	0	0	1	0	0
UTP6	CACNA2D3	ACH-000767	0	0	0	0	0		0	0	0	1	0	0
ZMYND12	FOXJ3	ACH-000767	0	0	0	0	0		0	0	0	1	0	0
DUSP16	LRP6	ACH-000628	0	0	0	0	0		0	0	0	1	0	1
EIF6	DDX27	ACH-000628	0	0	0	0	0		0	0	0	1	0	1
OSBPL5	CARS	ACH-000628	0	0	0	0	0		0	0	0	1	0	0
PPM1E	RCOR1	ACH-000628	0	0	0	0	0		0	0	0	1	0	1
TYW1	STAU1	ACH-000628	0	0	0	0	0		0	0	0	1	0	1
ZBTB7B	ADAM15	ACH-000628	0	0	0	0	0		0	0	0	1	0	0
DPY19L1	WIPI2	ACH-000378	0	0	0	0	0		0	0	0	1	0	0
LINC00824	PVT1	ACH-000378	0	0	0	0	0		0	0	0	0	0	0
NUBPL	AP4S1	ACH-000378	0	0	0	0	0		0	0	0	1	0	0
PNPLA8	NRCAM	ACH-000378	0	0	0	0	0		0	0	0	1	0	0
R3HDM1	UBXN4	ACH-000378	0	0	0	0	0		0	0	0	1	0	1
ZNF730	MYO9B	ACH-000378	0	0	0	0	0		0	0	0	1	0	0
CPNE8	NOTCH2	ACH-000945	0	0	0	0	0		0	0	0	1	0	0
DEPDC4	UHRF1BP1L	ACH-000945	0	0	0	0	0		0	0	0	1	0	0
FAM9B	SBNO1	ACH-000945	0	0	0	0	0		0	0	0	1	0	0
HMMR	PLEKHM1	ACH-000945	0	0	0	0	0		0	0	0	1	0	1
IFNAR1	IFNGR2	ACH-000945	0	0	0	0	0		0	0	0	1	0	0
KPNA6	TXLNA	ACH-000945	0	0	0	0	0		0	0	0	0	0	0
SBNO1	CNTN1	ACH-000945	0	0	0	0	0		0	0	0	1	0	1
USP35	PPT1	ACH-000945	0	0	0	0	0		0	0	0	1	0	0
ARPC4	JAGN1	ACH-000853	0	0	0	0	0		0	0	0	1	1	1
BLVRB	PLD3	ACH-000853	0	0	0	0	0		0	0	0	1	0	1
HMGN3	ARL15	ACH-000853	0	0	0	0	0		0	0	0	1	0	1
IVNS1ABP	COL11A1	ACH-000853	0	0	0	0	0		0	0	0	1	0	0
KDM4C	UHRF2	ACH-000853	0	0	0	0	0		0	0	0	1	0	0
